tconst	ordering	nconst	category	job	characters
tt0001865	6	nm0005658	cinematographer	\N	\N
tt0001865	7	nm0041858	actor	\N	\N
tt0001865	8	nm0125164	actor	\N	["A servant"]
tt0001865	9	nm0478359	actress	\N	\N
tt0001866	1	nm0007215	actor	\N	["Gerald Kinney"]
tt0001866	2	nm0949841	actress	\N	["Myrtle Edgar"]
tt0001866	3	nm0502752	actor	\N	["Undetermined Role"]
tt0001866	4	nm0713748	actress	\N	["Undetermined Role"]
tt0001866	5	nm0806961	director	\N	\N
tt0001866	6	nm0875869	director	\N	\N
tt0001866	7	nm0480674	producer	producer	\N
tt0001867	10	nm0262757	actor	\N	["At Dock"]
tt0001867	1	nm0287792	actress	\N	["Billy"]
tt0001867	2	nm0524306	actor	\N	["Billy's Father"]
tt0001867	3	nm0568282	actress	\N	["Billy's Mother"]
tt0001867	4	nm0041858	actor	\N	\N
tt0001867	5	nm0000428	director	\N	\N
tt0001867	6	nm0005658	cinematographer	\N	\N
tt0001867	7	nm0115524	actress	\N	["One of the Servants"]
tt0001867	8	nm0227021	actor	\N	["At Dock"]
tt0001867	9	nm0250676	actress	\N	["One of the Children"]
tt0001868	1	nm0029253	director	\N	\N
tt0001869	1	nm0294276	actor	\N	["Samson"]
tt0001870	1	nm0635667	actress	\N	\N
tt0001871	1	nm0337033	actor	\N	["The Young Clerk"]
tt0001871	2	nm0635667	actress	\N	["The Stenographer"]
tt0001871	3	nm0537556	actor	\N	["The Proprietor"]
tt0001871	4	nm0125164	actor	\N	["A Guest"]
tt0001871	5	nm0000428	director	\N	\N
tt0001871	6	nm0377289	writer	\N	\N
tt0001871	7	nm0005658	cinematographer	\N	\N
tt0001872	10	nm0502752	actor	\N	["Undetermined Role"]
tt0001872	1	nm0007215	actor	\N	["Reverend Dimmesdale"]
tt0001872	2	nm0949841	actress	\N	["Hester Prynne"]
tt0001872	3	nm0198523	actor	\N	["Roger"]
tt0001872	4	nm0376829	actress	\N	["Undetermined Role"]
tt0001872	5	nm0806961	director	\N	\N
tt0001872	6	nm0875869	director	\N	\N
tt0001872	7	nm0107543	writer	\N	\N
tt0001872	8	nm0370426	writer	novel	\N
tt0001872	9	nm0480674	producer	producer	\N
tt0001873	1	nm0098376	actor	\N	["The Schoolmaster of Mariposa"]
tt0001873	2	nm0366609	actress	\N	["Miss Williams"]
tt0001873	3	nm0091767	director	\N	\N
tt0001873	4	nm0058849	writer	story	\N
tt0001873	5	nm0783152	producer	producer	\N
tt0001874	1	nm0681933	actress	\N	["Mrs. Crawford"]
tt0001874	2	nm0007215	actor	\N	["Dr. Crawford"]
tt0001874	3	nm1092681	actress	\N	["Lassie - a Dog"]
tt0001874	4	nm1384776	actor	\N	["The Puppy"]
tt0001874	5	nm0878494	writer	story "A Dog's Tale"	\N
tt0001874	6	nm0480674	producer	producer	\N
tt0001875	1	nm0007215	actor	\N	["Tom Moorland"]
tt0001875	2	nm0681933	actress	\N	["Gertrude Edgar"]
tt0001875	3	nm0601698	actor	\N	["Owen Jackson"]
tt0001875	4	nm0875869	actor	\N	["Undetermined Role"]
tt0001875	5	nm0408436	director	\N	\N
tt0001875	6	nm0806961	director	\N	\N
tt0001875	7	nm0480674	producer	producer	\N
tt0001876	1	nm0681933	actress	\N	\N
tt0001876	2	nm0408436	director	\N	\N
tt0001876	3	nm0480674	producer	producer	\N
tt0001877	10	nm0262080	actor	\N	\N
tt0001877	1	nm0811293	actress	\N	["She"]
tt0001877	2	nm0190516	actor	\N	["Leo Vincey","Kallikrates"]
tt0001877	3	nm0016674	actress	\N	["Amenartes, the Pharaoh's daughter"]
tt0001877	4	nm0178450	actor	\N	["Horace Holly"]
tt0001877	5	nm0629589	director	\N	\N
tt0001877	6	nm0353584	writer	novel	\N
tt0001877	7	nm0551375	writer	scenario	\N
tt0001877	8	nm0852476	actress	\N	\N
tt0001877	9	nm0071132	actor	\N	\N
tt0001878	1	nm0001908	actor	\N	["The Sheriff's Brother"]
tt0001878	2	nm0533615	actor	\N	["The Sheriff"]
tt0001879	1	nm0001908	actor	\N	["Sheriff Will Phelps"]
tt0001879	2	nm0275943	actress	\N	["Jessie Phelps"]
tt0001879	3	nm0789632	actor	\N	["George Arden, the Sheriff's Chum"]
tt0001879	4	nm0161366	actor	\N	["Prisoner"]
tt0001879	5	nm0865178	actor	\N	\N
tt0001879	6	nm0693055	actor	\N	\N
tt0001879	7	nm0607104	actor	\N	\N
tt0001879	8	nm0639631	actor	\N	\N
tt0001880	1	nm0001908	actor	\N	["Steve Jameson"]
tt0001880	2	nm0275943	actress	\N	["Nita Sanchez"]
tt0001880	3	nm0324438	actor	\N	["Manuel Garcia, the Gambler"]
tt0001881	1	nm0168503	director	\N	\N
tt0001882	1	nm0298301	actress	\N	["The Girl with the Silent Tongue"]
tt0001882	2	nm0264279	actor	\N	["The Girl's Father"]
tt0001882	3	nm7625270	actor	\N	["Bob - the Girl's Father's Nephew"]
tt0001882	4	nm0581683	director	\N	\N
tt0001883	1	nm0294276	director	\N	\N
tt0001884	1	nm0095816	director	\N	\N
tt0001884	2	nm0294276	director	\N	\N
tt0001885	1	nm0285643	actor	\N	["Sir Percy Granville"]
tt0001885	2	nm0832458	actress	\N	["Mary"]
tt0001885	3	nm0166692	actor	\N	["Billy James"]
tt0001885	4	nm0352726	director	\N	\N
tt0001885	5	nm0577734	producer	producer	\N
tt0001885	6	nm0657635	cinematographer	\N	\N
tt0001886	10	nm0470307	actor	\N	\N
tt0001886	1	nm0959921	actor	\N	\N
tt0001886	2	nm0560942	actor	\N	\N
tt0001886	3	nm0024940	actor	\N	\N
tt0001886	4	nm0029752	actor	\N	\N
tt0001886	5	nm0029253	director	\N	\N
tt0001886	6	nm1333252	actor	\N	\N
tt0001886	7	nm0135053	actor	\N	\N
tt0001886	8	nm0233530	actor	\N	\N
tt0001886	9	nm1334052	actor	\N	\N
tt0001887	1	nm0681933	actress	\N	\N
tt0001887	2	nm0408436	director	\N	\N
tt0001887	3	nm0480674	producer	producer	\N
tt0001888	1	nm0604384	actor	\N	["Charles Rawden, the Sky Pilot"]
tt0001888	2	nm0471223	actress	\N	["Bertha, A Widow, later Rawden's Bride"]
tt0001888	3	nm0391129	actor	\N	["Bertha's First Husband"]
tt0001888	4	nm0426310	actor	\N	\N
tt0001888	5	nm0561126	actress	\N	\N
tt0001888	6	nm0848232	actress	\N	\N
tt0001889	1	nm0143865	actress	\N	["Jeanne his Wife"]
tt0001889	2	nm0159725	actor	\N	["Ravaud, blind organist"]
tt0001889	3	nm0483943	actor	\N	["Ali Baba"]
tt0001889	4	nm0539045	actress	\N	["Ravauds Daughter"]
tt0001889	5	nm0727484	director	\N	\N
tt0001889	6	nm0742120	writer	\N	\N
tt0001889	7	nm2542283	actor	\N	\N
tt0001889	8	nm0772797	actor	\N	\N
tt0001890	1	nm0842239	actress	\N	["The Peasant Woman"]
tt0001890	2	nm0041858	actor	\N	\N
tt0001890	3	nm1013170	actor	\N	\N
tt0001890	4	nm0694026	actor	\N	["The Child"]
tt0001890	5	nm0000428	director	\N	\N
tt0001890	6	nm0369839	writer	\N	\N
tt0001890	7	nm0005658	cinematographer	\N	\N
tt0001891	1	nm0524306	actor	\N	["The Husband"]
tt0001891	2	nm0568282	actress	\N	["The Wife"]
tt0001891	3	nm0478359	actress	\N	\N
tt0001891	4	nm0656425	actor	\N	\N
tt0001891	5	nm0000428	director	\N	\N
tt0001891	6	nm0005658	cinematographer	\N	\N
tt0001891	7	nm0694026	actor	\N	["The Child"]
tt0001892	10	nm2325688	actress	\N	\N
tt0001892	1	nm0003425	actress	\N	["Stella"]
tt0001892	2	nm0699637	actor	\N	["Grev Johan Waldberg"]
tt0001892	3	nm0375839	actor	\N	["Hofjuveler A. Hirsch"]
tt0001892	4	nm0016799	actor	\N	\N
tt0001892	5	nm0300487	director	\N	\N
tt0001892	6	nm2131092	writer	screenplay	\N
tt0001892	7	nm0423762	cinematographer	\N	\N
tt0001892	8	nm0005869	cinematographer	\N	\N
tt0001892	9	nm0282348	actor	\N	\N
tt0001893	10	nm0226992	actor	\N	\N
tt0001893	1	nm0524306	actor	\N	["Jose"]
tt0001893	2	nm0696138	actress	\N	["Pepita"]
tt0001893	3	nm0115524	actress	\N	["Pepita's Mother"]
tt0001893	4	nm0125164	actor	\N	["The Doctor"]
tt0001893	5	nm0000428	director	\N	\N
tt0001893	6	nm0005658	cinematographer	\N	\N
tt0001893	7	nm0534221	actress	\N	["Mariana"]
tt0001893	8	nm0568282	actress	\N	["Paula"]
tt0001893	9	nm0163559	actor	\N	["Spaniard"]
tt0001894	1	nm0001908	actor	\N	["Spike Shannon"]
tt0001894	2	nm0275943	actress	\N	["Nora Flannigan"]
tt0001894	3	nm0533615	actor	\N	["The Fight Promoter"]
tt0001894	4	nm0639631	actor	\N	["The Opponent"]
tt0001894	5	nm1413247	actor	\N	["A Fighter"]
tt0001894	6	nm1413423	actor	\N	["The Referee"]
tt0001894	7	nm0430865	actress	\N	\N
tt0001896	10	nm0537238	cinematographer	\N	\N
tt0001896	1	nm0635667	actress	\N	["Wild Flower"]
tt0001896	2	nm0656425	actor	\N	["Gray Fox"]
tt0001896	3	nm0167144	actor	\N	["White Eagle"]
tt0001896	4	nm0568282	actress	\N	["Silver Fawn"]
tt0001896	5	nm0000428	director	\N	\N
tt0001896	6	nm0853193	writer	\N	\N
tt0001896	7	nm0005658	cinematographer	\N	\N
tt0001896	8	nm0366008	cinematographer	\N	\N
tt0001896	9	nm0383528	cinematographer	\N	\N
tt0001897	1	nm0001908	actor	\N	["Tom Percival"]
tt0001897	2	nm0279475	actress	\N	["Alice Lacey"]
tt0001897	3	nm0533615	actor	\N	["William Lacey - Alice's Father"]
tt0001897	4	nm0275943	actress	\N	["Nell"]
tt0001897	5	nm0138771	actor	\N	\N
tt0001897	6	nm0161366	actor	\N	\N
tt0001897	7	nm0605660	actor	\N	\N
tt0001898	1	nm0298301	actress	\N	\N
tt0001898	2	nm0581683	director	\N	\N
tt0001899	1	nm0681933	actress	\N	["Nello - The Bandit's Daughter"]
tt0001899	2	nm0601698	actor	\N	["The Rancher's Son"]
tt0001899	3	nm0408436	director	\N	\N
tt0001899	4	nm0480674	producer	producer	\N
tt0001900	10	nm0780884	actor	\N	\N
tt0001900	1	nm0177700	actor	\N	["Francis Scott Key"]
tt0001900	2	nm0095809	actor	\N	["President James Monroe"]
tt0001900	3	nm0298301	actress	\N	\N
tt0001900	4	nm0401368	actress	\N	\N
tt0001900	5	nm0205986	director	\N	\N
tt0001900	6	nm0408433	actor	\N	\N
tt0001900	7	nm0528931	actress	\N	\N
tt0001900	8	nm0644728	actor	\N	\N
tt0001900	9	nm0768187	actress	\N	\N
tt0001901	1	nm0099479	actor	\N	["The Owner of the Dog"]
tt0001901	2	nm0725893	actor	\N	["An Innocent Purchaser"]
tt0001901	3	nm0922392	actor	\N	["The Tramp"]
tt0001902	1	nm0531584	actor	\N	["The Young Indian Brave"]
tt0001902	2	nm0626370	actress	\N	["White Arrow"]
tt0001902	3	nm0298301	actress	\N	["A Tourist"]
tt0001902	4	nm0440059	actor	\N	["A Tourist"]
tt0001902	5	nm0587929	director	\N	\N
tt0001902	6	nm0905629	actor	\N	["A Tourist"]
tt0001902	7	nm0115162	actress	\N	["A Tourist"]
tt0001902	8	nm0098089	actor	\N	["A Tourist"]
tt0001903	1	nm0001908	actor	\N	["Jim Logan"]
tt0001903	2	nm0275943	actress	\N	["Mrs. Logan"]
tt0001903	3	nm0533615	actor	\N	["J.C. Phillips"]
tt0001903	4	nm0693055	actor	\N	\N
tt0001903	5	nm0138771	actor	\N	\N
tt0001903	6	nm0161366	actor	\N	\N
tt0001904	1	nm0041858	actor	\N	["The Young Author"]
tt0001904	2	nm0842239	actress	\N	["Alice"]
tt0001904	3	nm0839374	actress	\N	["Jennie"]
tt0001904	4	nm0681927	actor	\N	\N
tt0001904	5	nm0000428	director	\N	\N
tt0001904	6	nm0005658	cinematographer	\N	\N
tt0001905	1	nm0922392	actor	\N	["A Country Farmer"]
tt0001905	2	nm0298301	actress	\N	["Nellie Brown - the Farmer's Daughter"]
tt0001905	3	nm0071518	actor	\N	["The Daughter's Sweetheart"]
tt0001905	4	nm0330280	actor	\N	["The Rich Man"]
tt0001905	5	nm0205986	director	\N	\N
tt0001905	6	nm0768187	actress	\N	["The Rich Man's Daughter"]
tt0001906	1	nm0120544	actor	\N	["Mr. Nag"]
tt0001906	2	nm0277411	actress	\N	["Mrs. Nag"]
tt0001906	3	nm0635667	actress	\N	["Miss Prue, the Stenographer"]
tt0001906	4	nm0166932	actress	\N	\N
tt0001906	5	nm0048478	director	\N	\N
tt0001906	6	nm0111753	writer	\N	\N
tt0001906	7	nm0607174	actor	\N	\N
tt0001907	1	nm0076202	actress	\N	["The Maid"]
tt0001907	2	nm0226992	actor	\N	["The Stable Boy"]
tt0001907	3	nm0376442	actress	\N	["The Maid's Employer"]
tt0001907	4	nm0000428	director	\N	\N
tt0001907	5	nm0703644	writer	\N	\N
tt0001907	6	nm0005658	cinematographer	\N	\N
tt0001908	1	nm0644728	actor	\N	["Norman Marsden - the Surgeon"]
tt0001908	2	nm0095809	actor	\N	["Frank W. Evans"]
tt0001908	3	nm0298301	actress	\N	["Cecilia West"]
tt0001909	1	nm0294276	director	\N	\N
tt0001910	10	nm0531759	actor	\N	["Secondary Role"]
tt0001910	1	nm0681933	actress	\N	["Polly Biblett"]
tt0001910	2	nm0007215	actor	\N	["Edward Jackson"]
tt0001910	3	nm0601698	actor	\N	["Ashton Orcutt - Duelist"]
tt0001910	4	nm0790137	actor	\N	["Second Duelist"]
tt0001910	5	nm0408436	director	\N	\N
tt0001910	6	nm0480674	producer	producer	\N
tt0001910	7	nm0681927	actor	\N	["Young Earl Jackson"]
tt0001910	8	nm0681931	actress	\N	["Young Lettie Terrell"]
tt0001910	9	nm0035187	actor	\N	["Undetermined Role"]
tt0001911	1	nm0829692	actress	\N	["Nell Gwynne"]
tt0001911	2	nm0627427	actor	\N	["King Charles II"]
tt0001911	3	nm0492661	actor	\N	["Lord Jeffries"]
tt0001911	4	nm0167411	actor	\N	["Lord Rochester"]
tt0001911	5	nm0519315	director	\N	\N
tt0001911	6	nm0233512	writer	play	\N
tt0001911	7	nm0450440	writer	play	\N
tt0001911	8	nm0615670	producer	producer	\N
tt0001911	9	nm0383382	cinematographer	\N	\N
tt0001912	1	nm0697944	actor	\N	["Bill - the Switchman"]
tt0001912	2	nm0298301	actress	\N	["Bill's Wife"]
tt0001912	3	nm0917726	actress	\N	["Bill's Little Daughter"]
tt0001912	4	nm0330280	actor	\N	["The Engineer"]
tt0001913	10	nm0334918	actor	\N	["Jenny's Father"]
tt0001913	1	nm0524306	actor	\N	["Hugh Frazier"]
tt0001913	2	nm0568282	actress	\N	["Irene Lambert"]
tt0001913	3	nm0922044	actress	\N	["Jenny Baker"]
tt0001913	4	nm0125164	actor	\N	["Old Ben"]
tt0001913	5	nm0000428	director	\N	\N
tt0001913	6	nm0355555	writer	\N	\N
tt0001913	7	nm0005658	cinematographer	\N	\N
tt0001913	8	nm0921980	actor	\N	["The Union Suitor"]
tt0001913	9	nm0163559	actor	\N	["Hugh's Father"]
tt0001914	1	nm0003425	actress	\N	["Hanna Meyer"]
tt0001914	2	nm0917744	actor	\N	["Junger Maler Marten"]
tt0001914	3	nm0016799	actor	\N	["Vater Meyer"]
tt0001914	4	nm0783027	actor	\N	["Maler Prof. Harlow"]
tt0001914	5	nm0300487	director	\N	\N
tt0001914	6	nm0837183	writer	novel	\N
tt0001914	7	nm0005869	cinematographer	\N	\N
tt0001914	8	nm0937377	actor	\N	["Hans Braun"]
tt0001914	9	nm9507151	actress	\N	["Tochter Fanny Harlow"]
tt0001915	10	nm0356439	actress	\N	["Madame Defarge"]
tt0001915	1	nm0007221	actor	\N	["Sydney Carton"]
tt0001915	2	nm0877550	actress	\N	["Lucie Manette"]
tt0001915	3	nm0448682	actor	\N	["Dr. Manette"]
tt0001915	4	nm0216311	actor	\N	["Darnay"]
tt0001915	5	nm0401967	director	\N	\N
tt0001915	6	nm0002042	writer	novel "A Tale of Two Cities"	\N
tt0001915	7	nm0612348	writer	scenario	\N
tt0001915	8	nm0790360	actor	\N	["Jarvis Lorry"]
tt0001915	9	nm0426310	actor	\N	["Defarge"]
tt0001916	1	nm0005717	director	\N	\N
tt0001917	10	nm0214651	actress	\N	\N
tt0001917	1	nm0337033	actor	\N	["Harry"]
tt0001917	2	nm0376396	actor	\N	["Harry's Father"]
tt0001917	3	nm0696138	actress	\N	["Dolly"]
tt0001917	4	nm0115524	actress	\N	["Outside Theatre"]
tt0001917	5	nm0000428	director	\N	\N
tt0001917	6	nm0355555	writer	\N	\N
tt0001917	7	nm0005658	cinematographer	\N	\N
tt0001917	8	nm0125164	actor	\N	["Outside Theatre"]
tt0001917	9	nm0163559	actor	\N	["A Friend of Father's"]
tt0001918	1	nm0294276	actor	\N	["Telemachus"]
tt0001919	1	nm0594291	actor	\N	["Tom Mason - a Rustler"]
tt0001919	2	nm1074398	actor	\N	["Tip - Tom's Side Partner"]
tt0001919	3	nm0242139	actor	\N	["Will Wright - the Sheriff"]
tt0001919	4	nm0824332	actress	\N	["Mabel Madden"]
tt0001919	5	nm0783152	producer	producer	\N
tt0001919	6	nm0211274	actor	\N	["Bartender"]
tt0001919	7	nm0914867	actor	\N	["The Line Rider"]
tt0001919	8	nm2331511	actor	\N	["Tom's Horse"]
tt0001920	1	nm0023107	director	\N	\N
tt0001921	10	nm0487007	actor	\N	["The Rescuer"]
tt0001921	1	nm0524306	actor	\N	["The District Attorney"]
tt0001921	2	nm0287792	actress	\N	["The District Attorney's Son"]
tt0001921	3	nm0537556	actor	\N	["Dick"]
tt0001921	4	nm0115524	actress	\N	["The Housekeeper"]
tt0001921	5	nm0000428	director	\N	\N
tt0001921	6	nm0009926	writer	\N	\N
tt0001921	7	nm0005658	cinematographer	\N	\N
tt0001921	8	nm0262757	actor	\N	["One of the District Attorney's Friends"]
tt0001921	9	nm0331049	actor	\N	["A Policeman"]
tt0001922	1	nm0528931	actress	\N	["Winsome Winnie"]
tt0001922	2	nm0440059	actor	\N	["Winnie's Sweetheart"]
tt0001922	3	nm0640311	actor	\N	["The Busiest Man in the Hall"]
tt0001922	4	nm0644728	actor	\N	["The Successful Bidder at the Auction"]
tt0001922	5	nm0920132	writer	\N	\N
tt0001923	10	nm0878039	actress	\N	["Maid"]
tt0001923	1	nm0681933	actress	\N	["Mae Darcy"]
tt0001923	2	nm0601698	actor	\N	["Tom Owen"]
tt0001923	3	nm0408436	actor	\N	["In crowd at train station"]
tt0001923	4	nm0531759	actor	\N	["Poet"]
tt0001923	5	nm0875869	director	\N	\N
tt0001923	6	nm0480674	producer	producer	\N
tt0001923	7	nm0309974	cinematographer	\N	\N
tt0001923	8	nm0532996	actor	\N	["At party"]
tt0001923	9	nm0878035	actor	\N	["In crowd at train station"]
tt0001924	1	nm0524306	actor	\N	["The Thief"]
tt0001924	2	nm0478359	actress	\N	["The Girl"]
tt0001924	3	nm0694026	actor	\N	["The Child"]
tt0001924	4	nm0334918	actor	\N	\N
tt0001924	5	nm0000428	director	\N	\N
tt0001924	6	nm0005658	cinematographer	\N	\N
tt0001925	1	nm0449857	actor	\N	["Arthur White"]
tt0001925	2	nm0124189	actress	\N	["Estella"]
tt0001925	3	nm0673814	actor	\N	["Joseph Close"]
tt0001925	4	nm0504490	actress	\N	\N
tt0001925	5	nm0245385	director	\N	\N
tt0001926	10	nm0298301	actress	\N	["Constance, the Queen's Attendent"]
tt0001926	1	nm0095809	actor	\N	["D'Artagnan, a young Gascon"]
tt0001926	2	nm0217558	actor	\N	["Athos"]
tt0001926	3	nm0149600	actor	\N	["Porthos"]
tt0001926	4	nm0789748	actor	\N	["Aramis"]
tt0001926	5	nm0205986	director	\N	\N
tt0001926	6	nm0241416	writer	novel "Les trois mousquetaires"	\N
tt0001926	7	nm0531584	actor	\N	["Cardinal Richelieu"]
tt0001926	8	nm0065038	actor	\N	["King Louis XIII"]
tt0001926	9	nm0626370	actress	\N	["The Queen"]
tt0001927	10	nm0376442	actress	\N	["Investigating Committee"]
tt0001927	1	nm0681933	actress	\N	["Mary"]
tt0001927	2	nm0839374	actress	\N	["Florence"]
tt0001927	3	nm0696138	actress	\N	["Adele"]
tt0001927	4	nm0115524	actress	\N	["The Mother"]
tt0001927	5	nm0000428	director	\N	\N
tt0001927	6	nm0005658	cinematographer	\N	\N
tt0001927	7	nm0102858	actress	\N	\N
tt0001927	8	nm0226992	actor	\N	["Customer at Adele's Academy"]
tt0001927	9	nm0373341	actor	\N	["At Dancing Academy"]
tt0001928	10	nm0115524	actress	\N	["Cleaning Woman"]
tt0001928	1	nm0842239	actress	\N	["Grace"]
tt0001928	2	nm0376442	actress	\N	["Grace's Mother"]
tt0001928	3	nm0921980	actor	\N	["Dave"]
tt0001928	4	nm0337033	actor	\N	["Howard"]
tt0001928	5	nm0000428	director	\N	\N
tt0001928	6	nm0853193	writer	\N	\N
tt0001928	7	nm0005658	cinematographer	\N	\N
tt0001928	8	nm0041858	actor	\N	\N
tt0001928	9	nm0065038	actor	\N	["Office Technician"]
tt0001929	1	nm0532072	actor	\N	["A Friend"]
tt0001929	2	nm0635667	actress	\N	["Wifey"]
tt0001929	3	nm0226992	actor	\N	\N
tt0001929	4	nm0784407	actor	\N	\N
tt0001929	5	nm0377289	writer	\N	\N
tt0001929	6	nm0383528	cinematographer	\N	\N
tt0001930	10	nm0877550	actress	\N	["Undetermined Role"]
tt0001930	1	nm0604384	actor	\N	["Abe Case - the Husband"]
tt0001930	2	nm0143212	actress	\N	["Helen Mowbry Case - the Wife"]
tt0001930	3	nm0930504	actor	\N	["Jack Plympton - Helen's Sweetheart"]
tt0001930	4	nm0242800	actor	\N	["Martini - Case's Partner"]
tt0001930	5	nm0111753	director	\N	\N
tt0001930	6	nm0871879	writer	\N	\N
tt0001930	7	nm0007221	actor	\N	["Undetermined Role"]
tt0001930	8	nm0562898	actor	\N	["Undetermined Role"]
tt0001930	9	nm0848232	actress	\N	["Undetermined Role"]
tt0001931	1	nm0001908	actor	\N	["Bob Griswald"]
tt0001931	2	nm0789632	actor	\N	["The Mexican"]
tt0001931	3	nm0275943	actress	\N	["Nell Ollcott"]
tt0001932	1	nm0811293	actress	\N	["The Tomboy"]
tt0001932	2	nm0071132	actor	\N	["The Guardian"]
tt0001932	3	nm0253621	actress	\N	["The Tomboy's Little Sister"]
tt0001933	1	nm0751291	actress	\N	\N
tt0001933	2	nm0294276	director	\N	\N
tt0001933	3	nm0765026	writer	play "La Tosca"	\N
tt0001934	1	nm0681933	actress	\N	["Alice Barton - the Farmer's Daughter"]
tt0001934	2	nm0929649	actor	\N	["Dan Gardner"]
tt0001934	3	nm0334873	actress	\N	\N
tt0001934	4	nm0681931	actress	\N	\N
tt0001934	5	nm0408436	director	\N	\N
tt0001934	6	nm0480674	producer	producer	\N
tt0001935	10	nm0264286	actress	\N	["Zeetah - as an Adult"]
tt0001935	1	nm0792727	actor	\N	["Sachem"]
tt0001935	2	nm0444274	actress	\N	["Sachem's Squaw"]
tt0001935	3	nm0058184	actress	\N	["Lotokah - Sachem's Son as a Child (prologue)"]
tt0001935	4	nm0914772	actress	\N	["Zeetah - as a Child"]
tt0001935	5	nm0877783	director	\N	\N
tt0001935	6	nm0098376	writer	\N	\N
tt0001935	7	nm0783152	producer	producer	\N
tt0001935	8	nm0941652	actress	\N	["A Maiden (prologue)"]
tt0001935	9	nm0176699	actor	\N	["An Ojibway Warrior (prologue)"]
tt0001936	1	nm0298301	actress	\N	["The Widowed Mother"]
tt0001936	2	nm0098089	actor	\N	["Little Daniel - the Son"]
tt0001936	3	nm0531584	actor	\N	["Mr. Lawrence - the Suitor"]
tt0001937	1	nm0041858	actor	\N	["The Husband"]
tt0001937	2	nm0478359	actress	\N	["The Wife"]
tt0001937	3	nm0214651	actress	\N	["The Child"]
tt0001937	4	nm0000428	director	\N	\N
tt0001937	5	nm0647682	writer	\N	\N
tt0001937	6	nm0005658	cinematographer	\N	\N
tt0001939	1	nm0001908	actor	\N	["Gray Wolf"]
tt0001939	2	nm0275943	actress	\N	["Dorothy Sloane"]
tt0001939	3	nm0639631	actor	\N	\N
tt0001940	1	nm0294276	actor	\N	["Svengali"]
tt0001940	2	nm0576791	actress	\N	["Trilby"]
tt0001941	1	nm0120544	actor	\N	["Harding - The Father"]
tt0001941	2	nm0635667	actress	\N	["Betty Harding"]
tt0001941	3	nm0408433	actor	\N	["Ralph - The Successful Suitor"]
tt0001941	4	nm0290066	actor	\N	\N
tt0001941	5	nm0607174	actor	\N	\N
tt0001942	1	nm0516974	actor	\N	["Bob Bonner"]
tt0001942	2	nm0163255	actress	\N	["Mrs. Bonner - Bob & Jack's Mother"]
tt0001942	3	nm0265289	director	\N	\N
tt0001942	4	nm0395438	producer	producer	\N
tt0001943	1	nm0294276	director	\N	\N
tt0001944	1	nm0294276	director	\N	\N
tt0001945	1	nm0294276	director	\N	\N
tt0001946	1	nm0001908	actor	\N	["Jack Harvey"]
tt0001946	2	nm0533615	actor	\N	\N
tt0001946	3	nm0693055	actor	\N	\N
tt0001947	1	nm0298301	actress	\N	["Helen"]
tt0001947	2	nm0095809	actor	\N	["Richard Gray - a Cavalry Officer"]
tt0001947	3	nm0531584	actor	\N	["Henry Montgomery - a Cavalry Officer"]
tt0001948	10	nm0783152	producer	producer	\N
tt0001948	1	nm0931031	actress	\N	["Henriette (orphan)"]
tt0001948	2	nm0339408	actress	\N	["Louise"]
tt0001948	3	nm0140452	actor	\N	["Chevalier Maurice De Vaudrey"]
tt0001948	4	nm0165134	actor	\N	["Count de Linieres, Minister of Police"]
tt0001948	5	nm0877783	director	\N	\N
tt0001948	6	nm0091767	director	\N	\N
tt0001948	7	nm0257866	writer	novel "Les deux orphelines"	\N
tt0001948	8	nm0180077	writer	novel "Les deux orphelines"	\N
tt0001948	9	nm1590986	writer	\N	\N
tt0001949	10	nm0227021	actor	\N	["At Party"]
tt0001949	1	nm0076202	actress	\N	["Florence"]
tt0001949	2	nm0524306	actor	\N	["Nellie's Husband"]
tt0001949	3	nm0504551	actor	\N	["Temptor"]
tt0001949	4	nm0102858	actress	\N	["Mother"]
tt0001949	5	nm0000428	director	\N	\N
tt0001949	6	nm0005658	cinematographer	\N	\N
tt0001949	7	nm0038106	actress	\N	\N
tt0001949	8	nm0054884	actress	\N	\N
tt0001949	9	nm0187981	actor	\N	["Footman"]
tt0001950	10	nm0865178	actor	\N	\N
tt0001950	1	nm0001908	actor	\N	\N
tt0001950	2	nm0275943	actress	\N	\N
tt0001950	3	nm0161366	actor	\N	\N
tt0001950	4	nm0533615	actor	\N	\N
tt0001950	5	nm0138771	actor	\N	\N
tt0001950	6	nm0607104	actor	\N	\N
